CustomerID,recency_days,frequency,monetary,total_quantity,avg_order_value,first_purchase_date,last_purchase_date,primary_country,cluster,segment_clustered
12974,198,1,144.8,24,28.96,2011/5/26 09:33,2011/5/26 09:33,United Kingdom,2,Hibernating
12976,212,1,738.6,561,92.325,2011/5/12 09:55,2011/5/12 09:55,United Kingdom,2,Hibernating
12977,156,1,39.24,12,5.605714286,2011/7/6 16:40,2011/7/6 16:40,United Kingdom,2,Hibernating
12980,158,9,7374.9,886,670.4454545,2010/12/16 11:36,2011/7/5 09:34,United Kingdom,4,Dormant High-Value Customers
12981,30,2,372.22,242,33.83818182,2011/7/29 14:14,2011/11/10 12:00,United Kingdom,0,Occasional Buyers
12982,243,1,390.54,288,24.40875,2011/4/11 11:51,2011/4/11 11:51,United Kingdom,2,Hibernating
12984,19,1,97.5,26,32.5,2011/11/21 12:37,2011/11/21 12:37,United Kingdom,0,Occasional Buyers
12985,1,2,1239.38,1533,30.22878049,2011/11/11 12:44,2011/12/9 10:46,United Kingdom,1,Loyal Customers
12987,74,2,558.7,219,27.935,2011/5/26 12:00,2011/9/27 12:03,United Kingdom,4,Dormant High-Value Customers
12988,292,1,535.32,136,17.844,2011/2/20 14:31,2011/2/20 14:31,United Kingdom,2,Hibernating
12989,3,15,6924.11,2943,168.8807317,2010/12/10 13:24,2011/12/6 15:28,United Kingdom,3,Champions
12990,31,3,409.5,200,102.375,2011/2/2 15:39,2011/11/8 13:01,United Kingdom,0,Occasional Buyers
12991,23,2,503.76,405,41.98,2011/8/19 14:39,2011/11/16 15:34,United Kingdom,0,Occasional Buyers
12993,23,4,414.76,240,27.65066667,2011/2/14 14:29,2011/11/16 15:49,United Kingdom,0,Occasional Buyers
12994,4,3,974.42,459,34.80071429,2011/3/16 08:31,2011/12/5 15:43,United Kingdom,1,Loyal Customers
12995,85,1,211.32,108,105.66,2011/9/15 15:44,2011/9/15 15:44,United Kingdom,2,Hibernating
12997,22,4,1226.89,664,40.89633333,2011/1/26 15:49,2011/11/17 15:47,United Kingdom,1,Loyal Customers
12999,196,3,455.88,342,41.44363636,2011/4/8 10:26,2011/5/27 13:24,United Kingdom,4,Dormant High-Value Customers
13000,107,3,534.85,379,24.31136364,2010/12/10 10:26,2011/8/25 10:43,United Kingdom,4,Dormant High-Value Customers
13001,4,13,9818.82,5505,103.356,2011/1/17 12:45,2011/12/5 14:51,United Kingdom,3,Champions
13002,318,1,120.95,73,24.19,2011/1/25 15:18,2011/1/25 15:18,United Kingdom,2,Hibernating
13003,106,3,149.05,103,24.84166667,2011/5/9 08:23,2011/8/26 10:50,United Kingdom,2,Hibernating
13004,12,18,5655.91,4822,78.55430556,2010/12/17 08:20,2011/11/28 11:27,United Kingdom,3,Champions
13005,174,2,513.7,172,42.80833333,2011/4/7 13:32,2011/6/19 10:53,United Kingdom,2,Hibernating
13006,56,1,81.57,55,20.3925,2011/10/14 13:49,2011/10/14 13:49,United Kingdom,2,Hibernating
13008,323,1,229.47,175,28.68375,2011/1/20 14:24,2011/1/20 14:24,United Kingdom,2,Hibernating
13011,372,1,50.55,13,16.85,2010/12/2 17:22,2010/12/2 17:22,United Kingdom,2,Hibernating
13012,9,8,1661.84,824,43.73263158,2011/2/18 09:43,2011/11/30 13:05,United Kingdom,1,Loyal Customers
13013,1,13,4810.94,2224,67.75971831,2010/12/3 12:28,2011/12/8 15:01,United Kingdom,3,Champions
13014,11,10,3466.28,905,67.96627451,2011/3/3 18:28,2011/11/29 12:27,United Kingdom,1,Loyal Customers
13015,53,5,3346.28,1617,65.61333333,2011/4/4 14:28,2011/10/17 13:19,United Kingdom,1,Loyal Customers
13016,73,3,789.89,527,34.34304348,2011/8/8 15:00,2011/9/27 14:08,United Kingdom,4,Dormant High-Value Customers
13017,7,1,204,48,204,2011/12/2 15:53,2011/12/2 15:53,United Kingdom,0,Occasional Buyers
13018,16,28,7277.7,5435,88.75243902,2011/2/17 11:05,2011/11/23 13:28,United Kingdom,3,Champions
13021,4,9,2616.38,1352,46.72107143,2010/12/16 10:12,2011/12/5 16:37,United Kingdom,1,Loyal Customers
13023,64,2,689.9,286,34.495,2011/8/2 09:34,2011/10/6 16:27,United Kingdom,4,Dormant High-Value Customers
13026,1,5,975.36,1620,40.64,2011/3/9 11:35,2011/12/8 16:58,United Kingdom,1,Loyal Customers
13027,114,6,6912,17280,1152,2010/12/20 12:45,2011/8/18 09:39,United Kingdom,4,Dormant High-Value Customers
13028,23,2,661.32,798,33.066,2011/10/25 14:09,2011/11/17 11:10,United Kingdom,0,Occasional Buyers
13029,31,3,1247.5,134,155.9375,2010/12/21 13:53,2011/11/9 09:13,United Kingdom,4,Dormant High-Value Customers
13030,11,2,799.48,394,15.37461538,2010/12/6 14:31,2011/11/28 14:30,United Kingdom,0,Occasional Buyers
13032,52,2,1010.18,375,25.90205128,2011/9/13 16:40,2011/10/18 15:54,United Kingdom,4,Dormant High-Value Customers
13033,357,1,190.55,83,38.11,2010/12/17 14:23,2010/12/17 14:23,United Kingdom,2,Hibernating
13034,55,2,642.77,369,27.94652174,2010/12/5 14:52,2011/10/16 12:21,United Kingdom,4,Dormant High-Value Customers
13035,74,2,921.88,644,54.22823529,2011/3/24 09:21,2011/9/27 08:57,United Kingdom,4,Dormant High-Value Customers
13037,138,3,881.07,431,33.88730769,2011/3/28 15:42,2011/7/24 15:46,United Kingdom,4,Dormant High-Value Customers
13038,80,3,908.46,360,50.47,2011/2/22 11:43,2011/9/20 14:37,United Kingdom,4,Dormant High-Value Customers
13040,9,2,676.99,355,29.43434783,2011/11/6 13:53,2011/12/1 10:38,United Kingdom,0,Occasional Buyers
13043,273,1,516.42,254,57.38,2011/3/11 14:52,2011/3/11 14:52,United Kingdom,2,Hibernating
13044,291,1,560.47,429,37.36466667,2011/2/21 15:20,2011/2/21 15:20,United Kingdom,2,Hibernating
13045,99,1,305.28,221,21.80571429,2011/9/1 15:04,2011/9/1 15:04,United Kingdom,2,Hibernating
13046,31,2,629.31,264,25.1724,2011/3/18 15:43,2011/11/9 08:36,United Kingdom,0,Occasional Buyers
13047,32,10,3237.54,1391,67.44875,2010/12/1 08:34,2011/11/8 12:06,United Kingdom,1,Loyal Customers
13048,14,4,1835.91,1238,40.798,2011/1/16 14:36,2011/11/25 13:23,United Kingdom,1,Loyal Customers
13049,64,2,656.68,268,54.72333333,2011/1/25 16:33,2011/10/6 15:31,United Kingdom,4,Dormant High-Value Customers
13050,15,17,5836.86,3748,46.32428571,2010/12/8 09:30,2011/11/25 09:18,United Kingdom,3,Champions
13052,212,1,348.15,222,20.47941176,2011/5/11 14:12,2011/5/11 14:12,United Kingdom,2,Hibernating
13055,78,3,1214.41,894,30.36025,2011/5/10 08:58,2011/9/22 14:26,United Kingdom,4,Dormant High-Value Customers
13058,25,3,271.4,52,45.23333333,2011/7/11 12:01,2011/11/15 12:43,United Kingdom,0,Occasional Buyers
13059,250,1,183.4,35,26.2,2011/4/4 10:40,2011/4/4 10:40,United Kingdom,2,Hibernating
13060,254,1,307.53,123,30.753,2011/3/31 11:37,2011/3/31 11:37,United Kingdom,2,Hibernating
13061,72,1,248.61,107,31.07625,2011/9/28 16:04,2011/9/28 16:04,United Kingdom,2,Hibernating
13062,191,1,346.98,343,34.698,2011/6/1 15:12,2011/6/1 15:12,United Kingdom,2,Hibernating
13064,13,4,1119.49,516,25.44295455,2011/1/16 13:41,2011/11/27 12:31,United Kingdom,1,Loyal Customers
13065,373,1,205.86,74,15.83538462,2010/12/1 16:52,2010/12/1 16:52,United Kingdom,2,Hibernating
13066,24,2,470.8,322,13.45142857,2011/11/7 17:06,2011/11/15 12:57,United Kingdom,0,Occasional Buyers
13067,82,1,115.46,32,8.247142857,2011/9/18 13:38,2011/9/18 13:38,United Kingdom,2,Hibernating
13068,10,2,344,200,172,2011/1/24 08:20,2011/11/29 15:00,United Kingdom,0,Occasional Buyers
13069,1,24,4436.12,5885,32.38043796,2010/12/5 11:02,2011/12/9 08:39,United Kingdom,3,Champions
13070,192,1,228.8,110,114.4,2011/5/31 13:45,2011/5/31 13:45,United Kingdom,2,Hibernating
13072,267,1,177.15,69,29.525,2011/3/18 08:12,2011/3/18 08:12,United Kingdom,2,Hibernating
13075,130,1,919.61,485,61.30733333,2011/8/2 10:19,2011/8/2 10:19,United Kingdom,4,Dormant High-Value Customers
13077,1,4,729.27,863,11.9552459,2010/12/8 14:59,2011/12/8 19:24,United Kingdom,1,Loyal Customers
13078,3,26,12627.94,5630,221.542807,2010/12/8 09:07,2011/12/6 15:36,United Kingdom,3,Champions
13079,4,5,220.1,62,44.02,2011/7/22 14:41,2011/12/5 16:53,United Kingdom,0,Occasional Buyers
13080,179,1,58.08,120,9.68,2011/6/13 14:59,2011/6/13 14:59,United Kingdom,2,Hibernating
13081,12,11,28337.38,19068,179.3505063,2010/12/3 17:20,2011/11/28 10:54,United Kingdom,3,Champions
13082,126,9,3613.63,4324,97.66567568,2011/1/5 15:42,2011/8/5 16:16,United Kingdom,4,Dormant High-Value Customers
13083,4,2,303.75,187,33.75,2011/9/25 10:46,2011/12/5 15:01,United Kingdom,0,Occasional Buyers
13085,158,2,416.08,216,37.82545455,2011/2/17 13:57,2011/7/5 12:11,United Kingdom,2,Hibernating
13089,3,97,58825.83,31070,264.9812162,2010/12/5 10:27,2011/12/7 09:02,United Kingdom,3,Champions
13090,9,14,8910.82,2263,151.0308475,2010/12/2 07:48,2011/12/1 12:39,United Kingdom,3,Champions
13091,28,1,345.82,466,19.21222222,2011/11/11 15:54,2011/11/11 15:54,United Kingdom,0,Occasional Buyers
13092,71,5,477.83,279,29.864375,2010/12/15 12:27,2011/9/30 11:18,United Kingdom,4,Dormant High-Value Customers
13093,276,8,7832.47,3961,147.7824528,2010/12/1 15:00,2011/3/9 12:14,United Kingdom,4,Dormant High-Value Customers
13094,21,12,1927.32,1716,481.83,2010/12/6 10:34,2011/11/18 14:07,United Kingdom,1,Loyal Customers
13095,71,1,74.4,144,18.6,2011/9/30 12:03,2011/9/30 12:03,United Kingdom,2,Hibernating
13097,33,10,6010.42,2363,47.32614173,2010/12/14 15:13,2011/11/7 10:43,United Kingdom,3,Champions
13098,1,28,28882.44,15968,283.1611765,2011/1/26 13:46,2011/12/8 14:14,United Kingdom,3,Champions
13099,99,1,207.36,288,207.36,2011/9/1 17:40,2011/9/1 17:40,United Kingdom,2,Hibernating
13101,234,1,101.19,113,12.64875,2011/4/19 14:37,2011/4/19 14:37,United Kingdom,2,Hibernating
13102,1,24,6424.09,4204,98.83215385,2010/12/9 13:38,2011/12/8 12:52,United Kingdom,3,Champions
13103,40,1,243.94,82,40.65666667,2011/10/31 09:38,2011/10/31 09:38,United Kingdom,0,Occasional Buyers
13104,3,6,1098.48,504,68.655,2010/12/20 11:58,2011/12/6 13:10,United Kingdom,1,Loyal Customers
13106,133,1,76.5,18,76.5,2011/7/29 15:12,2011/7/29 15:12,United Kingdom,2,Hibernating
13107,44,4,1531.62,1293,43.76057143,2011/1/10 12:28,2011/10/26 14:52,United Kingdom,4,Dormant High-Value Customers
13108,373,1,350.06,298,35.006,2010/12/2 10:35,2010/12/2 10:35,United Kingdom,2,Hibernating
13109,60,2,786.54,520,35.75181818,2011/7/5 14:56,2011/10/11 10:16,United Kingdom,4,Dormant High-Value Customers
13110,31,7,1488.67,388,24.81116667,2011/2/1 15:24,2011/11/8 14:30,United Kingdom,1,Loyal Customers
13113,1,24,12245.96,3045,137.5950562,2010/12/8 13:21,2011/12/9 12:49,United Kingdom,3,Champions
13115,12,4,2294.78,1567,69.53878788,2011/6/8 16:15,2011/11/28 12:38,United Kingdom,1,Loyal Customers
13116,138,1,501.14,291,27.84111111,2011/7/24 14:33,2011/7/24 14:33,United Kingdom,2,Hibernating
13117,22,8,984.91,945,30.7784375,2010/12/2 13:11,2011/11/18 12:02,United Kingdom,1,Loyal Customers
13118,20,5,1197.81,410,30.71307692,2011/2/24 12:32,2011/11/20 12:46,United Kingdom,1,Loyal Customers
13120,239,1,30.6,12,30.6,2011/4/15 10:19,2011/4/15 10:19,United Kingdom,2,Hibernating
13121,269,1,283.73,252,8.597878788,2011/3/15 16:47,2011/3/15 16:47,United Kingdom,2,Hibernating
13122,94,2,922.39,585,46.1195,2011/4/13 14:12,2011/9/6 15:53,United Kingdom,4,Dormant High-Value Customers
13124,90,3,3866.33,2147,39.45234694,2010/12/15 15:00,2011/9/11 12:45,United Kingdom,4,Dormant High-Value Customers
13126,5,8,2099.64,2143,35.58711864,2010/12/8 11:42,2011/12/5 10:00,United Kingdom,1,Loyal Customers
13127,78,1,259.17,127,23.56090909,2011/9/23 10:26,2011/9/23 10:26,United Kingdom,2,Hibernating
13130,94,1,64,32,32,2011/9/6 15:30,2011/9/6 15:30,United Kingdom,2,Hibernating
13131,23,3,1073.3,447,56.48947368,2011/6/5 10:54,2011/11/16 13:21,United Kingdom,1,Loyal Customers
13132,262,1,77.3,20,25.76666667,2011/3/23 12:44,2011/3/23 12:44,United Kingdom,2,Hibernating
13133,274,2,109.8,32,18.3,2011/2/8 15:48,2011/3/11 10:31,United Kingdom,2,Hibernating
13134,86,4,1793.58,1059,54.35090909,2011/4/13 12:57,2011/9/15 10:35,United Kingdom,4,Dormant High-Value Customers
13135,197,1,3096,4300,3096,2011/5/27 10:52,2011/5/27 10:52,United Kingdom,4,Dormant High-Value Customers
13136,56,5,2607.61,1328,54.32520833,2011/5/11 12:47,2011/10/14 13:41,United Kingdom,4,Dormant High-Value Customers
13137,11,8,3650.41,2226,29.20328,2011/2/4 11:54,2011/11/29 12:09,United Kingdom,1,Loyal Customers
13138,22,6,962.39,473,50.65210526,2010/12/2 15:03,2011/11/17 16:51,United Kingdom,1,Loyal Customers
13139,16,7,5064.94,2425,84.41566667,2011/3/25 11:57,2011/11/23 13:54,United Kingdom,1,Loyal Customers
13140,108,3,423.72,186,12.84,2010/12/8 15:12,2011/8/23 15:33,United Kingdom,4,Dormant High-Value Customers
13141,85,5,2388.75,1548,70.25735294,2011/1/28 13:04,2011/9/16 09:54,United Kingdom,4,Dormant High-Value Customers
13142,19,1,307.09,258,21.935,2011/11/20 16:07,2011/11/20 16:07,United Kingdom,0,Occasional Buyers
13144,333,1,110.95,21,55.475,2011/1/11 11:15,2011/1/11 11:15,United Kingdom,2,Hibernating
13145,40,4,618.52,145,123.704,2010/12/2 18:06,2011/10/31 12:45,United Kingdom,4,Dormant High-Value Customers
13146,26,1,228.91,154,16.35071429,2011/11/13 15:29,2011/11/13 15:29,United Kingdom,0,Occasional Buyers
13147,10,4,712.8,144,356.4,2011/9/1 12:28,2011/11/29 13:59,United Kingdom,1,Loyal Customers
13148,29,12,3707.12,1975,28.73736434,2010/12/10 13:06,2011/11/10 15:23,United Kingdom,3,Champions
13149,14,4,1676.06,1280,38.97813953,2011/2/23 13:57,2011/11/25 13:09,United Kingdom,1,Loyal Customers
13151,296,1,1257.87,363,28.58795455,2011/2/17 12:29,2011/2/17 12:29,United Kingdom,4,Dormant High-Value Customers
13153,6,1,486.22,418,48.622,2011/12/4 12:14,2011/12/4 12:14,United Kingdom,0,Occasional Buyers
13155,33,4,971.76,497,19.83183673,2010/12/6 12:44,2011/11/6 15:41,United Kingdom,4,Dormant High-Value Customers
13157,49,4,1741.22,1439,47.06,2011/2/14 14:03,2011/10/21 13:50,United Kingdom,4,Dormant High-Value Customers
13158,95,4,1201.06,784,44.4837037,2011/1/25 09:58,2011/9/6 11:58,United Kingdom,4,Dormant High-Value Customers
13159,9,4,1437.85,1059,24.79051724,2011/8/16 11:44,2011/12/1 11:20,United Kingdom,1,Loyal Customers
13160,22,1,91.8,56,22.95,2011/11/17 13:07,2011/11/17 13:07,United Kingdom,0,Occasional Buyers
13161,313,1,112.75,29,16.10714286,2011/1/30 14:03,2011/1/30 14:03,United Kingdom,2,Hibernating
13162,122,4,1688.29,1713,41.17780488,2011/1/9 10:43,2011/8/9 15:59,United Kingdom,4,Dormant High-Value Customers
13165,46,2,1021.48,1376,39.28769231,2010/12/23 14:06,2011/10/24 15:05,United Kingdom,4,Dormant High-Value Customers
13166,283,1,417.2,216,16.688,2011/3/1 15:16,2011/3/1 15:16,United Kingdom,2,Hibernating
13167,19,4,791.33,785,17.20282609,2011/7/19 12:13,2011/11/21 12:24,United Kingdom,1,Loyal Customers
13168,36,4,1319.19,682,21.9865,2011/1/25 13:55,2011/11/3 12:56,United Kingdom,4,Dormant High-Value Customers
13169,64,2,712.88,272,64.80727273,2011/4/1 14:24,2011/10/7 12:11,United Kingdom,4,Dormant High-Value Customers
13170,27,1,116.01,147,5.8005,2011/11/13 12:19,2011/11/13 12:19,United Kingdom,0,Occasional Buyers
13171,22,3,468.41,229,14.6378125,2011/2/13 14:16,2011/11/18 10:27,United Kingdom,0,Occasional Buyers
13173,4,2,353.65,277,12.63035714,2010/12/7 14:30,2011/12/5 15:51,United Kingdom,0,Occasional Buyers
13174,16,3,2817.03,1395,24.71078947,2010/12/5 16:24,2011/11/23 14:35,United Kingdom,1,Loyal Customers
13176,46,1,492.84,453,10.05795918,2011/10/24 15:43,2011/10/24 15:43,United Kingdom,0,Occasional Buyers
13177,65,1,282.45,91,40.35,2011/10/6 09:56,2011/10/6 09:56,United Kingdom,2,Hibernating
13178,26,11,5725.47,3570,163.5848571,2010/12/14 12:22,2011/11/13 16:14,United Kingdom,3,Champions
13182,45,1,121.18,201,30.295,2011/10/25 13:46,2011/10/25 13:46,United Kingdom,0,Occasional Buyers
13183,8,9,3957.78,2208,98.9445,2011/1/9 10:50,2011/12/2 10:30,United Kingdom,1,Loyal Customers
13184,15,10,1701.29,1692,18.69549451,2011/2/22 17:25,2011/11/25 12:02,United Kingdom,1,Loyal Customers
13185,268,1,71.4,12,71.4,2011/3/17 11:56,2011/3/17 11:56,United Kingdom,2,Hibernating
13186,40,3,1575.89,820,43.77472222,2011/8/3 09:09,2011/10/31 11:40,United Kingdom,4,Dormant High-Value Customers
13187,337,1,236.02,95,9.834166667,2011/1/6 18:57,2011/1/6 18:57,United Kingdom,2,Hibernating
13188,11,1,114.6,25,57.3,2011/11/28 15:28,2011/11/28 15:28,United Kingdom,0,Occasional Buyers
13189,19,2,260.68,842,18.62,2011/8/16 13:12,2011/11/21 10:39,United Kingdom,0,Occasional Buyers
13192,95,2,911.94,595,31.4462069,2011/5/18 14:57,2011/9/5 14:13,United Kingdom,4,Dormant High-Value Customers
13193,61,1,117.88,50,6.934117647,2011/10/9 14:30,2011/10/9 14:30,United Kingdom,2,Hibernating
13194,136,1,60.7,26,20.23333333,2011/7/27 09:01,2011/7/27 09:01,United Kingdom,2,Hibernating
13196,11,4,1797.78,1224,49.93833333,2011/3/22 14:24,2011/11/28 13:54,United Kingdom,1,Loyal Customers
13198,10,6,3401.24,2648,57.64813559,2010/12/13 09:29,2011/11/29 15:17,United Kingdom,1,Loyal Customers
13199,4,38,9817.12,6176,172.2301754,2010/12/8 10:51,2011/12/6 12:30,United Kingdom,3,Champions
13200,19,4,870.09,516,33.465,2011/8/5 14:50,2011/11/20 15:35,United Kingdom,1,Loyal Customers
13203,10,4,869.46,800,26.34727273,2011/4/11 14:40,2011/11/30 10:45,United Kingdom,1,Loyal Customers
13207,15,2,250.26,130,50.052,2011/7/12 11:35,2011/11/24 14:52,United Kingdom,0,Occasional Buyers
13208,59,6,1223.9,804,15.49240506,2011/2/3 19:32,2011/10/12 09:54,United Kingdom,4,Dormant High-Value Customers
13209,30,8,5891.61,4253,72.73592593,2010/12/13 10:31,2011/11/9 13:54,United Kingdom,1,Loyal Customers
13210,94,1,353.48,316,32.13454545,2011/9/7 08:18,2011/9/7 08:18,United Kingdom,2,Hibernating
13211,10,3,1197.42,874,42.765,2010/12/13 16:17,2011/11/29 14:43,United Kingdom,1,Loyal Customers
13212,20,3,788.08,310,13.58758621,2011/10/9 14:48,2011/11/20 12:40,United Kingdom,0,Occasional Buyers
13213,57,5,1520.58,1360,38.98923077,2011/5/24 12:22,2011/10/14 11:42,United Kingdom,4,Dormant High-Value Customers
13216,268,1,333.74,297,111.2466667,2011/3/17 12:18,2011/3/17 12:18,United Kingdom,2,Hibernating
13217,122,3,533.98,262,133.495,2011/7/6 12:08,2011/8/9 15:32,United Kingdom,4,Dormant High-Value Customers
13218,127,1,62.64,88,15.66,2011/8/4 16:59,2011/8/4 16:59,United Kingdom,2,Hibernating
13220,78,4,819.29,196,54.61933333,2011/4/17 10:59,2011/9/22 13:38,United Kingdom,4,Dormant High-Value Customers
13221,240,2,847.41,244,21.72846154,2010/12/15 13:24,2011/4/13 16:58,United Kingdom,4,Dormant High-Value Customers
13223,200,2,163.2,88,54.4,2011/4/21 15:16,2011/5/23 13:03,United Kingdom,2,Hibernating
13224,60,2,2155.95,1518,47.91,2011/7/11 14:10,2011/10/10 14:55,United Kingdom,4,Dormant High-Value Customers
13225,3,7,6463.84,3416,323.192,2010/12/13 09:49,2011/12/6 13:29,United Kingdom,3,Champions
13226,273,1,108.21,80,9.0175,2011/3/11 14:35,2011/3/11 14:35,United Kingdom,2,Hibernating
13227,202,1,257.7,99,51.54,2011/5/22 11:47,2011/5/22 11:47,United Kingdom,2,Hibernating
13228,81,1,358,200,358,2011/9/19 14:28,2011/9/19 14:28,United Kingdom,2,Hibernating
13229,226,1,160.95,63,20.11875,2011/4/28 12:07,2011/4/28 12:07,United Kingdom,2,Hibernating
13230,4,14,2806.97,1665,22.10212598,2010/12/9 19:28,2011/12/5 16:03,United Kingdom,3,Champions
13232,13,7,1357.6,778,16.55609756,2011/4/10 13:48,2011/11/27 10:39,United Kingdom,1,Loyal Customers
13233,74,2,605.12,1004,19.52,2011/1/7 14:49,2011/9/26 13:25,United Kingdom,4,Dormant High-Value Customers
13235,212,1,1031.07,441,29.45914286,2011/5/11 17:13,2011/5/11 17:13,United Kingdom,4,Dormant High-Value Customers
13236,25,2,744.85,416,29.794,2011/8/25 08:58,2011/11/15 12:50,United Kingdom,0,Occasional Buyers
13238,17,4,700.73,298,70.073,2010/12/14 14:37,2011/11/22 15:37,United Kingdom,1,Loyal Customers
13239,262,1,329.56,327,19.38588235,2011/3/23 10:25,2011/3/23 10:25,United Kingdom,2,Hibernating
13240,96,4,663.65,298,18.43472222,2010/12/9 12:49,2011/9/4 14:08,United Kingdom,4,Dormant High-Value Customers
13242,112,3,270.4,130,270.4,2011/5/10 12:26,2011/8/19 12:53,United Kingdom,2,Hibernating
13243,203,1,600.07,233,19.35709677,2011/5/20 13:14,2011/5/20 13:14,United Kingdom,2,Hibernating
13244,93,1,121.74,38,7.60875,2011/9/8 11:46,2011/9/8 11:46,United Kingdom,2,Hibernating
13245,51,1,430.5,125,33.11538462,2011/10/20 11:40,2011/10/20 11:40,United Kingdom,0,Occasional Buyers
13246,18,6,1987.3,1602,33.68305085,2011/1/13 13:36,2011/11/21 16:50,United Kingdom,1,Loyal Customers
13247,18,4,501.12,328,38.54769231,2011/9/18 11:31,2011/11/22 10:59,United Kingdom,0,Occasional Buyers
13248,125,2,465.68,305,25.87111111,2011/6/3 13:05,2011/8/7 12:40,United Kingdom,2,Hibernating
13249,92,3,711.41,546,41.84764706,2011/3/23 15:26,2011/9/8 13:26,United Kingdom,4,Dormant High-Value Customers
13253,157,2,1030.4,1572,49.06666667,2011/1/4 15:43,2011/7/6 10:09,United Kingdom,4,Dormant High-Value Customers
13255,9,2,399.51,177,33.2925,2010/12/1 11:58,2011/11/30 13:14,United Kingdom,0,Occasional Buyers
13258,12,3,698.58,287,23.286,2011/5/18 13:11,2011/11/28 09:31,United Kingdom,0,Occasional Buyers
13259,62,1,292.32,132,7.900540541,2011/10/9 10:48,2011/10/9 10:48,United Kingdom,0,Occasional Buyers
13260,61,1,557.62,142,69.7025,2011/10/9 13:21,2011/10/9 13:21,United Kingdom,0,Occasional Buyers
13261,269,2,944.1,210,188.82,2011/2/27 10:41,2011/3/16 12:22,United Kingdom,4,Dormant High-Value Customers
13262,263,1,200.29,125,20.029,2011/3/21 15:06,2011/3/21 15:06,United Kingdom,2,Hibernating
13263,1,35,7454.07,4780,44.36946429,2011/1/18 16:31,2011/12/8 13:59,United Kingdom,3,Champions
13265,53,5,2107.66,1752,60.21885714,2011/3/11 09:54,2011/10/17 15:02,United Kingdom,4,Dormant High-Value Customers
13266,11,12,3834.26,4428,76.6852,2011/3/28 10:14,2011/11/28 14:39,United Kingdom,3,Champions
13267,3,19,4521.49,1969,76.63542373,2010/12/8 09:20,2011/12/7 11:12,United Kingdom,3,Champions
13268,18,11,3214.69,3658,23.99022388,2011/3/17 13:20,2011/11/22 11:51,United Kingdom,1,Loyal Customers
13269,1,15,5346.23,3514,45.3070339,2010/12/5 11:51,2011/12/8 14:53,United Kingdom,3,Champions
13270,366,1,590,200,590,2010/12/8 14:53,2010/12/8 14:53,United Kingdom,2,Hibernating
13271,37,1,217.38,253,5.175714286,2011/11/2 14:31,2011/11/2 14:31,United Kingdom,0,Occasional Buyers
13272,31,2,276.56,96,25.14181818,2011/9/11 12:06,2011/11/8 14:00,United Kingdom,0,Occasional Buyers
13273,113,1,138.98,153,9.927142857,2011/8/18 14:02,2011/8/18 14:02,United Kingdom,2,Hibernating
13276,64,2,590.93,161,28.13952381,2011/9/1 10:03,2011/10/7 12:44,United Kingdom,4,Dormant High-Value Customers
13277,16,4,258.4,176,64.6,2011/7/29 10:06,2011/11/24 09:21,United Kingdom,0,Occasional Buyers
13278,41,1,542.73,537,19.38321429,2011/10/30 11:49,2011/10/30 11:49,United Kingdom,0,Occasional Buyers
13279,78,1,137.75,73,17.21875,2011/9/22 17:24,2011/9/22 17:24,United Kingdom,2,Hibernating
13280,122,3,814.86,522,20.89384615,2011/1/6 17:10,2011/8/9 13:14,United Kingdom,4,Dormant High-Value Customers
13282,18,3,1132.14,307,62.89666667,2011/5/3 12:03,2011/11/21 15:33,United Kingdom,1,Loyal Customers
13283,60,2,93.66,90,18.732,2011/6/7 12:39,2011/10/11 09:50,United Kingdom,2,Hibernating
13284,331,1,201.19,91,18.29,2011/1/13 09:23,2011/1/13 09:23,United Kingdom,2,Hibernating
13285,23,4,2709.12,2051,77.40342857,2011/2/22 17:13,2011/11/16 13:19,United Kingdom,1,Loyal Customers
13291,156,1,361.11,233,12.037,2011/7/7 10:36,2011/7/7 10:36,United Kingdom,2,Hibernating
13292,39,2,578.94,347,34.05529412,2011/2/28 15:00,2011/11/1 10:04,United Kingdom,0,Occasional Buyers
13294,190,2,873.74,453,37.98869565,2011/4/4 12:37,2011/6/3 08:54,United Kingdom,4,Dormant High-Value Customers
13295,360,1,201.2,82,40.24,2010/12/15 11:21,2010/12/15 11:21,United Kingdom,2,Hibernating
13296,137,1,87.4,78,21.85,2011/7/25 13:46,2011/7/25 13:46,United Kingdom,2,Hibernating
13297,8,4,2089.85,963,69.66166667,2011/10/3 15:08,2011/12/2 09:32,United Kingdom,1,Loyal Customers
13298,1,1,360,96,180,2011/12/8 13:11,2011/12/8 13:11,United Kingdom,0,Occasional Buyers
13299,268,1,142.5,30,47.5,2011/3/16 12:55,2011/3/16 12:55,United Kingdom,2,Hibernating
13300,169,1,371.89,203,28.60692308,2011/6/23 13:09,2011/6/23 13:09,United Kingdom,2,Hibernating
13301,104,4,618.09,345,12.876875,2011/2/20 13:13,2011/8/28 11:25,United Kingdom,4,Dormant High-Value Customers
13302,155,1,63.75,5,63.75,2011/7/7 17:56,2011/7/7 17:56,United Kingdom,2,Hibernating
13304,351,1,300.42,238,20.028,2010/12/23 14:35,2010/12/23 14:35,United Kingdom,2,Hibernating
13305,4,10,2000.86,1232,66.69533333,2010/12/2 12:10,2011/12/5 15:15,United Kingdom,1,Loyal Customers
13307,120,1,15,4,15,2011/8/11 17:14,2011/8/11 17:14,United Kingdom,2,Hibernating
